repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(FI),CV_list(RECALL),CV_list(PRECISION),CV_list(ACCURACY)
30,0.5213178294573644,0.567091277735841,0.66262108777825,0.4618657350708809,0.66262108777825,"[np.float64(0.7402597402597403), np.float64(0.6717171717171717), np.float64(0.655448717948718), np.float64(0.5288461538461539), np.float64(0.7727272727272727), np.float64(0.7145454545454546), np.float64(0.6757575757575758), np.float64(0.6327561327561327), np.float64(0.5969696969696969), np.float64(0.6812121212121213), np.float64(0.6317567567567568), np.float64(0.6026315789473684), np.float64(0.6847041847041847), np.float64(0.691468253968254), np.float64(0.6939102564102564), np.float64(0.72), np.float64(0.5689102564102564), np.float64(0.6531531531531531), np.float64(0.625), np.float64(0.6682692307692308), np.float64(0.6243414120126449), np.float64(0.7733333333333333), np.float64(0.7063492063492064), np.float64(0.5913200723327307), np.float64(0.6261261261261262), np.float64(0.5966810966810967), np.float64(0.6987179487179487), np.float64(0.7215189873417722), np.float64(0.6421356421356421), np.float64(0.6880650994575046)]","[0.47973381730187536, 0.44532773361331934, 0.4195290235488226, 0.31900452488687786, 0.5227524972253053, 0.5145690312738367, 0.5055167055167056, 0.39410496046010063, 0.44532773361331934, 0.4703812316715542, 0.4883295194508009, 0.4955141476880607, 0.46209000762776503, 0.5681104833647206, 0.4682099254796258, 0.4774305555555556, 0.4286177280829687, 0.47924974154482347, 0.44093863960678614, 0.43585049580472923, 0.47924974154482347, 0.5498768472906403, 0.557773744706594, 0.4061519146264909, 0.44356578001437813, 0.40304238664894404, 0.41138779670889764, 0.42770719903206295, 0.46013810420590084, 0.456490034030141]","[0.7402597402597403, 0.6717171717171717, 0.655448717948718, 0.5288461538461539, 0.7727272727272727, 0.7145454545454546, 0.6757575757575758, 0.6327561327561327, 0.5969696969696969, 0.6812121212121212, 0.6317567567567568, 0.6026315789473684, 0.6847041847041847, 0.691468253968254, 0.6939102564102564, 0.72, 0.5689102564102564, 0.6531531531531531, 0.625, 0.6682692307692308, 0.6243414120126449, 0.7733333333333333, 0.7063492063492063, 0.5913200723327305, 0.6261261261261262, 0.5966810966810967, 0.6987179487179487, 0.7215189873417721, 0.6421356421356421, 0.6880650994575045]","[0.5918367346938775, 0.5661111111111111, 0.5543417366946779, 0.5115384615384616, 0.6022727272727273, 0.596195652173913, 0.5784632034632035, 0.5547619047619048, 0.543859649122807, 0.5837535014005603, 0.5634146341463415, 0.5433333333333333, 0.5701754385964912, 0.6048913043478261, 0.5655826558265582, 0.6037735849056604, 0.5232558139534884, 0.5750137892995035, 0.5422764227642276, 0.5579150579150579, 0.5646929824561403, 0.6222222222222222, 0.6125541125541125, 0.5275504637206765, 0.5640365923384791, 0.5378959276018099, 0.5727272727272728, 0.5686274509803921, 0.5533875338753387, 0.5562770562770563]","[0.5348837209302325, 0.5, 0.47674418604651164, 0.3488372093023256, 0.5930232558139535, 0.5697674418604651, 0.5697674418604651, 0.43023255813953487, 0.5, 0.5116279069767442, 0.5465116279069767, 0.6046511627906976, 0.5232558139534884, 0.627906976744186, 0.5465116279069767, 0.5116279069767442, 0.5232558139534884, 0.5232558139534884, 0.5232558139534884, 0.5, 0.5232558139534884, 0.6046511627906976, 0.6046511627906976, 0.4883720930232558, 0.47674418604651164, 0.45348837209302323, 0.45348837209302323, 0.4883720930232558, 0.5348837209302325, 0.5465116279069767]"
